Name,Coords
Chowchilla,"-120.2349,37.1095"
Bishop,"-118.3958,37.3665"
University of California-Merced,"-120.4190,37.3666"
Hartley,"-121.9521,38.4203"
Valinda,"-117.9301,34.0400"
Commerce,"-118.1519,33.9963"
Vandenberg AFB,"-120.5182,34.7483"
Thermal,"-116.1309,33.6262"
Topanga,"-118.6053,34.0964"
Temelec,"-122.4982,38.2577"
Hasley Canyon,"-118.6665,34.4817"
Paynes Creek,"-121.9174,40.3410"
Malaga,"-119.7318,36.6816"
Hawthorne,"-118.3476,33.9146"
Cantua Creek,"-120.3164,36.5001"
Rancho Tehama Reserve,"-122.4418,40.0010"
Spring Valley,"-116.9766,32.7317"
Belden,"-121.2541,40.0040"
Lakehead,"-122.3924,40.9007"
San Pasqual,"-118.1025,34.1392"
Santa Barbara,"-119.7202,34.4285"
Highgrove,"-117.3098,34.0106"
Nipinnawasee,"-119.7293,37.4031"
Kensington,"-122.2805,37.9084"
Cazadero,"-123.0978,38.5265"
Winton,"-120.6173,37.3854"
Garey,"-120.3141,34.8869"
Tahoma,"-120.1438,39.0633"
Rancho Murieta,"-121.0716,38.5085"
Stallion Springs,"-118.6477,35.0935"
Mettler,"-118.9729,35.0635"
Healdsburg,"-122.8651,38.6229"
Farmington,"-121.0044,37.9299"
Mayfair,"-119.7612,36.7694"
Coronita,"-117.6110,33.8760"
Felton,"-122.0804,37.0392"
Hillsborough,"-122.3587,37.5573"
Point Reyes Station,"-122.8093,38.0847"
Tranquillity,"-120.2526,36.6480"
Nord,"-121.9548,39.7739"
La Habra Heights,"-117.9509,33.9603"
Madera Acres,"-120.0799,37.0123"
Crest,"-116.8671,32.8000"
Lakewood,"-118.1221,33.8471"
Paradise,"-121.6063,39.7558"
Rollingwood,"-122.3305,37.9655"
Bridgeport,"-119.2123,38.2561"
Bangor,"-121.4117,39.3761"
Oak Hills,"-117.4125,34.3912"
Freeport,"-121.5022,38.4636"
Samoa,"-124.1893,40.8146"
Cottonwood,"-122.2861,40.3904"
Trinity Center,"-122.7083,40.9841"
Lynwood,"-118.2017,33.9240"
Paskenta,"-122.5457,39.8834"
Clear Creek,"-121.0531,40.3023"
Eastvale,"-117.5802,33.9617"
Greenville,"-120.9454,40.1336"
Dollar Point,"-120.1089,39.1905"
Tulare,"-119.3401,36.1996"
Sunny Slopes,"-118.6759,37.5694"
Norwalk,"-118.0829,33.9069"
Alpaugh,"-119.4873,35.8876"
Point Arena,"-123.6954,38.9123"
Coto de Caza,"-117.5862,33.5961"
Carpinteria,"-119.5117,34.3962"
Berkeley,"-122.2760,37.8723"
Heber,"-115.5204,32.7318"
Airport,"-120.9774,37.6324"
Taft,"-119.4243,35.1267"
Bystrom,"-120.9827,37.6199"
Discovery Bay,"-121.6076,37.9071"
Canby,"-120.8843,41.4477"
Huntington Park,"-118.2167,33.9800"
Goleta,"-119.8595,34.4360"
Gerber,"-122.1482,40.0614"
Fruitridge Pocket,"-121.4558,38.5326"
Moss Beach,"-122.5036,37.5185"
Good Hope,"-117.2772,33.7706"
Reedley,"-119.4473,36.5983"
Chula Vista,"-117.0145,32.6281"
Linden,"-121.0994,38.0186"
Scotia,"-124.1032,40.4774"
Ramona,"-116.8767,33.0474"
Camp Pendleton South,"-117.3791,33.2284"
Benbow,"-123.7653,40.0603"
East Oakdale,"-120.8007,37.7854"
Riverbank,"-120.9402,37.7268"
Flournoy,"-122.4461,39.9284"
Long Beach,"-118.1675,33.7980"
Petaluma,"-122.6267,38.2423"
Bodfish,"-118.4764,35.5765"
Santa Susana,"-118.6662,34.2580"
Novato,"-122.5576,38.0920"
Nevada City,"-121.0231,39.2607"
Weedpatch,"-118.9123,35.2369"
Marin City,"-122.5137,37.8711"
Ione,"-120.9422,38.3613"
Mountain Gate,"-122.3262,40.7184"
Mount Hermon,"-122.0533,37.0511"
Grayson,"-121.1794,37.5650"
Del Rey Oaks,"-121.8381,36.5929"
Casmalia,"-120.5311,34.8376"
Ridgecrest,"-117.6621,35.6308"
Vine Hill,"-122.0873,38.0071"
Raisin City,"-119.9092,36.6033"
Green Valley,"-122.1621,38.2606"
Sutter,"-121.7492,39.1557"
Perris,"-117.2233,33.7899"
Avalon,"-118.3315,33.3342"
Kettleman City,"-119.9628,36.0089"
Ceres,"-120.9625,37.5953"
Shandon,"-120.3832,35.6536"
Sierraville,"-120.3637,39.5750"
Desert Hot Springs,"-116.5430,33.9551"
West Whittier-Los Nietos,"-118.0689,33.9759"
Auburn,"-121.0777,38.8950"
Weaverville,"-122.9274,40.7488"
Desert Shores,"-116.0394,33.4041"
Calpella,"-123.1970,39.2322"
Lookout,"-121.1545,41.2100"
Twentynine Palms,"-116.0659,34.1478"
Watsonville,"-121.7706,36.9206"
Kentfield,"-122.5498,37.9481"
Colma,"-122.4526,37.6767"
Edna,"-120.6060,35.2108"
Idlewild,"-118.6704,35.8096"
Lake Don Pedro,"-120.3368,37.6461"
South Pasadena,"-118.1573,34.1103"
Poplar-Cotton Center,"-119.1493,36.0564"
Wrightwood,"-117.6299,34.3495"
San Gabriel,"-118.0990,34.0948"
Woodbridge,"-121.3113,38.1692"
Soledad,"-121.3431,36.4434"
Old Station,"-121.4228,40.6722"
Three Rocks,"-120.3936,36.5051"
El Portal,"-119.7990,37.6736"
West Point,"-120.5374,38.4043"
Camanche North Shore,"-120.9538,38.2442"
Glendora,"-117.8467,34.1449"
Terminous,"-121.4896,38.1154"
Hood,"-121.5155,38.3693"
Atwater,"-120.5981,37.3543"
Sierra Madre,"-118.0504,34.1687"
Crescent Mills,"-120.9217,40.1008"
Antioch,"-121.7957,37.9789"
Warner Valley,"-121.3174,40.3955"
Minkler,"-119.4587,36.7277"
Fiddletown,"-120.7605,38.5091"
Bell Gardens,"-118.1550,33.9663"
Pine Grove,"-120.6606,38.4074"
Windsor,"-122.8086,38.5418"
West Puente Valley,"-117.9681,34.0512"
Santa Monica,"-118.4813,34.0232"
Lone Pine,"-118.0777,36.5774"
Tuttletown,"-120.4503,38.0003"
Coarsegold,"-119.7000,37.2526"
Parkwood,"-120.0482,36.9293"
Lucerne,"-122.7760,39.0697"
Kingvale,"-120.4386,39.3204"
Sultana,"-119.3360,36.5464"
Lawndale,"-118.3531,33.8884"
French Valley,"-117.1069,33.5998"
Piedmont,"-122.2301,37.8226"
La Cañada Flintridge,"-118.2002,34.2097"
Elk Creek,"-122.5376,39.6002"
Las Lomas,"-121.7317,36.8689"
Goodyears Bar,"-120.8881,39.5458"
Murphys,"-120.4348,38.1447"
South Lake Tahoe,"-119.9828,38.9393"
Leggett,"-123.7253,39.8634"
El Rancho,"-119.0690,36.2207"
Arcata,"-124.0757,40.8615"
Laytonville,"-123.4945,39.6715"
Crowley Lake,"-118.7465,37.5692"
Silver Lakes,"-117.3431,34.7519"
North Tustin,"-117.7945,33.7644"
Galt,"-121.3000,38.2693"
Stevinson,"-120.8497,37.3247"
Fort Washington,"-119.7613,36.8793"
East Hemet,"-116.9410,33.7301"
Cherokee,"-121.5345,39.6514"
Placentia,"-117.8553,33.8807"
Santa Maria,"-120.4432,34.9333"
Clovis,"-119.6838,36.8277"
Seeley,"-115.6842,32.7899"
Patterson,"-121.1438,37.4738"
Bay Point,"-121.9616,38.0328"
Cold Springs,"-120.8761,38.7468"
Littlerock,"-117.9808,34.5232"
Beale AFB,"-121.3542,39.1095"
San Bruno,"-122.4313,37.6254"
Portola,"-120.4732,39.8242"
Friant,"-119.7130,36.9848"
South San Gabriel,"-118.0962,34.0489"
Pierpoint,"-118.6296,36.1405"
Eagleville,"-120.1147,41.3191"
Olancha,"-118.0015,36.2704"
Wildomar,"-117.2583,33.6173"
Larkspur,"-122.5313,37.9394"
Laguna Niguel,"-117.7050,33.5275"
San Ramon,"-121.9365,37.7625"
Cowan,"-120.9888,37.5601"
Bend,"-122.2095,40.2561"
Sequoia Crest,"-118.6256,36.1858"
Lemoore,"-119.7983,36.2960"
Lake California,"-122.2102,40.3608"
Grand Terrace,"-117.3132,34.0312"
Cohasset,"-121.7448,39.9027"
West Athens,"-118.3033,33.9235"
Hamilton City,"-122.0125,39.7422"
Diamond Springs,"-120.8391,38.6920"
Mokelumne Hill,"-120.7061,38.3057"
Mira Monte,"-119.2853,34.4284"
Isla Vista,"-119.8581,34.4144"
Del Monte Forest,"-121.9439,36.5857"
Vina,"-122.0518,39.9343"
Harbison Canyon,"-116.8381,32.8273"
Byron,"-121.6421,37.8756"
Graniteville,"-120.7360,39.4443"
Aptos,"-121.8934,36.9912"
East Pasadena,"-118.0775,34.1377"
Proberta,"-122.1776,40.0762"
Fetters Hot Springs-Agua Caliente,"-122.4871,38.3274"
Palo Verde,"-114.7273,33.4279"
Orosi,"-119.2903,36.5434"
Irwindale,"-117.9636,34.1121"
Burney,"-121.6691,40.8846"
Fontana,"-117.4599,34.0968"
Bethel Island,"-121.6404,38.0288"
California Pines,"-120.6605,41.4117"
Clio,"-120.5725,39.7487"
Cotati,"-122.7092,38.3279"
West Hollywood,"-118.3719,34.0883"
Loleta,"-124.2225,40.6408"
Etna,"-122.8946,41.4582"
San Bernardino,"-117.2945,34.1417"
Jurupa Valley,"-117.4706,34.0010"
Castle Hill,"-122.0574,37.8730"
Parklawn,"-120.9793,37.6069"
Valley Wells,"-117.3366,35.8761"
Colton,"-117.3254,34.0538"
Santa Venetia,"-122.5033,38.0055"
Loyalton,"-120.2448,39.6768"
Camp Pendleton North,"-117.3162,33.3148"
Red Bluff,"-122.2413,40.1735"
Sattley,"-120.4357,39.6265"
Bell,"-118.1798,33.9801"
Rough and Ready,"-121.1381,39.2341"
Tehama,"-122.1269,40.0218"
Clarksburg,"-121.5415,38.4193"
Caspar,"-123.8044,39.3631"
Carnelian Bay,"-120.0766,39.2348"
La Mirada,"-118.0093,33.9025"
San Antonio Heights,"-117.6592,34.1571"
Arcadia,"-118.0373,34.1342"
Lake Hughes,"-118.4588,34.6833"
Frazier Park,"-118.9542,34.8122"
San Joaquin,"-120.1897,36.6057"
Rancho Calaveras,"-120.8570,38.1248"
Ben Lomond,"-122.0882,37.0782"
Litchfield,"-120.3809,40.3876"
Porterville,"-119.0338,36.0644"
Templeton,"-120.7182,35.5560"
Earlimart,"-119.2715,35.8824"
Salmon Creek,"-123.0595,38.3463"
Vista Santa Rosa,"-116.2126,33.6227"
Bluewater,"-114.2640,34.1760"
Loomis,"-121.1955,38.8093"
Oak Glen,"-116.9497,34.0448"
Lemon Grove,"-117.0344,32.7331"
Challenge-Brownsville,"-121.2632,39.4646"
Stevenson Ranch,"-118.5885,34.3894"
Coffee Creek,"-122.7136,41.0802"
Ruth,"-123.3483,40.2943"
Summerland,"-119.5893,34.4255"
Franklin,"-120.5321,37.3277"
Orangevale,"-121.2208,38.6880"
Big Pine,"-118.2951,37.1655"
Matheny,"-119.3516,36.1707"
Ukiah,"-123.2105,39.1463"
Olivehurst,"-121.5549,39.0817"
Redlands,"-117.1712,34.0511"
Laguna Hills,"-117.6992,33.5920"
Shelter Cove,"-124.0558,40.0389"
West Menlo Park,"-122.2034,37.4338"
Martell,"-120.8039,38.3623"
Rocklin,"-121.2488,38.8075"
Grangeville,"-119.7074,36.3439"
South San Francisco,"-122.4197,37.6536"
Hercules,"-122.2564,38.0064"
North Auburn,"-121.0821,38.9306"
Redwood City,"-122.2252,37.5026"
Sutter Creek,"-120.8107,38.3827"
Dos Palos Y,"-120.6395,37.0468"
Dixon,"-121.8250,38.4467"
Homeland,"-117.1132,33.7459"
Lee Vining,"-119.1221,37.9547"
Catheys Valley,"-120.0936,37.4371"
Dutch Flat,"-120.8345,39.2080"
Cabazon,"-116.7828,33.9127"
Tennant,"-121.9148,41.5818"
Linnell Camp,"-119.2225,36.3089"
Vallecito,"-120.4563,38.0740"
Garden Grove,"-117.9601,33.7787"
Fremont,"-121.9852,37.5265"
Fruitdale,"-121.9357,37.3117"
Lathrop,"-121.3130,37.8090"
Blairsden,"-120.6109,39.7752"
Coalinga,"-120.3266,36.1432"
Garden Acres,"-121.2296,37.9637"
Coulterville,"-120.1991,37.7106"
Moreno Valley,"-117.2045,33.9244"
East Nicolaus,"-121.5443,38.9100"
Lakeland Village,"-117.3706,33.6480"
West Rancho Dominguez,"-118.2682,33.9057"
Pala,"-117.0696,33.3617"
Plumas Lake,"-121.5580,38.9924"
Atascadero,"-120.6858,35.4827"
California City,"-117.8720,35.1578"
Trinidad,"-124.1434,41.0589"
Benicia,"-122.1541,38.0704"
Knights Landing,"-121.7176,38.7979"
French Gulch,"-122.6311,40.7166"
Mount Laguna,"-116.4247,32.8711"
Paradise Park,"-122.0425,37.0063"
Nuevo,"-117.1415,33.8011"
Solana Beach,"-117.2575,32.9942"
Oak Shores,"-120.9817,35.7624"
Ladera,"-122.1991,37.3996"
Millbrae,"-122.4024,37.5994"
Culver City,"-118.3968,34.0058"
Castroville,"-121.7535,36.7650"
Delft Colony,"-119.4465,36.5120"
Chico,"-121.8152,39.7575"
El Cajon,"-116.9604,32.8017"
Rio Oso,"-121.5310,38.9518"
Crescent City,"-124.1902,41.7727"
Truckee,"-120.1848,39.3454"
Greenfield,"-121.2451,36.3232"
Martinez,"-122.1160,37.9985"
South Monrovia Island,"-117.9958,34.1234"
Port Hueneme,"-119.2036,34.1617"
Fieldbrook,"-124.0250,40.9723"
Ontario,"-117.6064,34.0393"
McClenney Tract,"-118.6478,35.8220"
Castro Valley,"-122.0632,37.7092"
Murrieta,"-117.1909,33.5720"
Gasquet,"-123.9733,41.8429"
Pittsburg,"-121.8970,38.0185"
Hopland,"-123.1173,38.9691"
La Puente,"-117.9533,34.0323"
Hacienda Heights,"-117.9728,33.9970"
Montalvin Manor,"-122.3300,37.9977"
Taylorsville,"-120.8386,40.0587"
Bradbury,"-117.9684,34.1536"
Cudahy,"-118.1830,33.9631"
Grass Valley,"-121.0521,39.2237"
Big River,"-114.3604,34.1393"
Myrtletown,"-124.1286,40.7888"
Markleeville,"-119.8226,38.6840"
South Oroville,"-121.5439,39.4767"
Palos Verdes Estates,"-118.3976,33.7871"
Monterey Park Tract,"-121.0115,37.5268"
Janesville,"-120.5335,40.2809"
Denair,"-120.7994,37.5262"
Orinda,"-122.1790,37.8808"
Huron,"-120.0961,36.2040"
Rainbow,"-117.1394,33.4098"
Ridgemark,"-121.3623,36.8083"
Citrus Heights,"-121.2880,38.6948"
Lake of the Woods,"-119.0027,34.8226"
Oak View,"-119.2976,34.3990"
South Dos Palos,"-120.6467,36.9707"
Anchor Bay,"-123.5704,38.8126"
Boonville,"-123.3740,39.0115"
La Verne,"-117.7702,34.1208"
Albion,"-123.7564,39.2256"
Oildale,"-119.0279,35.4249"
Westmont,"-118.3018,33.9417"
La Selva Beach,"-121.8445,36.9276"
Collierville,"-121.2675,38.2141"
Lafayette,"-122.1189,37.8919"
Walker,"-119.4582,38.5341"
Caribou,"-121.1616,40.0761"
Monterey,"-121.8807,36.5922"
East Los Angeles,"-118.1691,34.0326"
Sonoma,"-122.4598,38.2902"
Groveland,"-120.2394,37.8325"
Merced,"-120.4779,37.3057"
Aspen Springs,"-118.7087,37.5500"
San Simeon,"-121.1375,35.6182"
Le Grand,"-120.2540,37.2288"
Westwood,"-121.0044,40.3049"
Soda Springs,"-120.3785,39.3248"
Carmel-by-the-Sea,"-121.9222,36.5528"
Del Mar,"-117.2627,32.9633"
Desert View Highlands,"-118.1536,34.5902"
Mountain Ranch,"-120.5119,38.2509"
Blue Lake,"-123.9931,40.8813"
Waterford,"-120.7553,37.6429"
Alum Rock,"-121.8241,37.3694"
North Lakeport,"-122.9054,39.0883"
Menifee,"-117.1849,33.6909"
Bowles,"-119.7526,36.6089"
Boronda,"-121.6745,36.6947"
Charter Oak,"-117.8564,34.1025"
Big Creek,"-119.2487,37.2035"
Monument Hills,"-121.8756,38.6641"
Avila Beach,"-120.7192,35.1971"
California Hot Springs,"-118.6561,35.8863"
Keene,"-118.6103,35.2330"
Sand City,"-121.8478,36.6189"
Rutherford,"-122.4231,38.4568"
Canyondam,"-121.0769,40.1699"
Tustin,"-117.8106,33.7309"
Victor,"-121.1987,38.1385"
Kelly Ridge,"-121.4662,39.5289"
Val Verde,"-118.6717,34.4504"
Farmersville,"-119.2081,36.3054"
Saranap,"-122.0761,37.8878"
Richmond,"-122.3390,37.9477"
Santa Cruz,"-122.0346,36.9789"
Happy Camp,"-123.3892,41.8103"
Hornbrook,"-122.5596,41.9079"
Corralitos,"-121.7892,36.9941"
Wilkerson,"-118.3877,37.2794"
Midpines,"-119.9485,37.5531"
Twin Lakes,"-121.9896,36.9646"
Alhambra,"-118.1355,34.0840"
Suisun City,"-122.0086,38.2471"
Tooleville,"-119.1154,36.2878"
Parkway,"-121.4520,38.4993"
Calwa,"-119.7609,36.7136"
Bakersfield,"-119.0359,35.3530"
Phillipsville,"-123.7844,40.2117"
Lemoore Station,"-119.9049,36.2633"
Lake Los Angeles,"-117.8339,34.6097"
Aromas,"-121.6404,36.8771"
Edwards AFB,"-117.9294,34.9045"
Winter Gardens,"-116.9268,32.8376"
Mammoth Lakes,"-118.9900,37.6273"
Fullerton,"-117.9279,33.8841"
Gustine,"-120.9949,37.2545"
Delano,"-119.2637,35.7670"
San Francisco,"-122.4430,37.7562"
East Sonora,"-120.3410,37.9777"
Foothill Farms,"-121.3475,38.6867"
Lake City,"-120.2255,41.6460"
Terra Bella,"-119.0328,35.9567"
Phoenix Lake,"-120.3090,38.0074"
Edgewood,"-122.4259,41.4621"
Pike,"-120.9996,39.4278"
Muir Beach,"-122.5858,37.8654"
Woodlake,"-119.0999,36.4124"
Dana Point,"-117.6969,33.4733"
Lockwood,"-121.0802,35.9412"
Mount Shasta,"-122.3150,41.3206"
Woodcrest,"-117.3686,33.8789"
Woodside,"-122.2591,37.4221"
El Verano,"-122.4915,38.2975"
Squirrel Mountain Valley,"-118.4047,35.6175"
Woodlands,"-120.5524,35.0289"
Tuolumne City,"-120.2428,37.9615"
Seville,"-119.2247,36.4856"
Shasta,"-122.4797,40.5911"
San Fernando,"-118.4363,34.2886"
Lompoc,"-120.4714,34.6618"
South Gate,"-118.1926,33.9448"
Bolinas,"-122.7095,37.9177"
Norris Canyon,"-121.9878,37.7454"
Hemet,"-116.9969,33.7341"
Chalfant,"-118.3750,37.5105"
Spaulding,"-120.7863,40.6556"
Hamilton Branch,"-121.0961,40.2772"
Arbuckle,"-122.0610,39.0141"
Philo,"-123.4452,39.0657"
Lexington Hills,"-121.9879,37.1616"
Gazelle,"-122.5215,41.5137"
Forbestown,"-121.2689,39.5300"
Loma Mar,"-122.3007,37.2658"
Little Grass Valley,"-120.9591,39.7252"
Goshen,"-119.4210,36.3518"
Antelope,"-121.3610,38.7153"
Humboldt Hill,"-124.1987,40.7219"
Guerneville,"-122.9894,38.5137"
Fresno,"-119.7941,36.7831"
East Foothills,"-121.8138,37.3827"
North El Monte,"-118.0239,34.1029"
Union City,"-122.0187,37.6030"
Walnut,"-117.8593,34.0334"
El Granada,"-122.4660,37.5134"
Orange,"-117.8218,33.8038"
Deer Park,"-122.4679,38.5361"
Bradley,"-120.8042,35.8628"
Buena Park,"-118.0046,33.8572"
Fort Bidwell,"-120.1589,41.8629"
Citrus,"-117.8890,34.1161"
Camino,"-120.6814,38.7412"
Newman,"-121.0211,37.3157"
Loma Linda,"-117.2498,34.0451"
River Pines,"-120.7475,38.5454"
Garden Farms,"-120.6140,35.4158"
Moskowite Corner,"-122.1945,38.4464"
Pomona,"-117.7626,34.0585"
Stratford,"-119.8224,36.1884"
Lake Elsinore,"-117.3344,33.6846"
Covina,"-117.8817,34.0903"
Larkfield-Wikiup,"-122.7536,38.5130"
Cayucos,"-120.8847,35.4375"
Albany,"-122.3018,37.8898"
Fallbrook,"-117.2258,33.3693"
Borrego Springs,"-116.3572,33.2410"
Paramount,"-118.1652,33.8977"
Winterhaven,"-114.6378,32.7372"
Dos Palos,"-120.6337,36.9854"
Lake San Marcos,"-117.2089,33.1197"
Manteca,"-121.2266,37.7934"
Kerman,"-120.0625,36.7249"
Nipomo,"-120.4990,35.0323"
San Dimas,"-117.8090,34.1082"
Loyola,"-122.0980,37.3502"
Buttonwillow,"-119.4406,35.4092"
Keswick,"-122.4606,40.6135"
Marina del Rey,"-118.4486,33.9765"
Vincent,"-117.9238,34.0982"
Greenhorn,"-120.7590,39.9030"
Santa Rosa Valley,"-118.9023,34.2453"
Westhaven-Moonstone,"-124.1023,41.0447"
Creston,"-120.5210,35.5173"
French Camp,"-121.2803,37.8802"
Forest Meadows,"-120.4052,38.1664"
Davis,"-121.7365,38.5552"
Hollister,"-121.3981,36.8563"
El Rio,"-119.1568,34.2453"
Morro Bay,"-120.8482,35.3681"
Monte Rio,"-123.0147,38.4683"
Cameron Park,"-120.9872,38.6737"
Lakeport,"-122.9218,39.0392"
Upper Lake,"-122.9052,39.1653"
Georgetown,"-120.8356,38.9111"
Malibu,"-118.7845,34.0368"
Hartland,"-118.9553,36.6518"
Redondo Beach,"-118.3766,33.8574"
Lake Almanor West,"-121.2020,40.2335"
Lamont,"-118.9159,35.2651"
Bieber,"-121.1336,41.1251"
Moss Landing,"-121.7872,36.8019"
Anaheim,"-117.8573,33.8390"
Mojave,"-118.1895,35.0139"
Camanche Village,"-120.9866,38.2662"
Julian,"-116.5889,33.0735"
Bell Canyon,"-118.6876,34.2081"
Biggs,"-121.7100,39.4132"
Florin,"-121.4042,38.4832"
Talmage,"-123.1648,39.1314"
Linda,"-121.5421,39.1242"
Butte Valley,"-121.6363,39.6571"
West Carson,"-118.2931,33.8229"
Fall River Mills,"-121.4401,41.0069"
Claremont,"-117.7153,34.1259"
Pleasant Hill,"-122.0759,37.9540"
Santa Ynez,"-120.0944,34.6151"
Santa Clarita,"-118.4992,34.4155"
Derby Acres,"-119.6039,35.2440"
Hanford,"-119.6544,36.3264"
Clearlake,"-122.6331,38.9590"
Morada,"-121.2456,38.0386"
Brea,"-117.8654,33.9254"
Lake Arrowhead,"-117.1945,34.2531"
Drytown,"-120.8565,38.4382"
Los Angeles,"-118.4068,34.1139"
Smartsville,"-121.2928,39.2053"
Calipatria,"-115.5056,33.1493"
Esparto,"-122.0241,38.6934"
Manchester,"-123.6910,38.9743"
Monmouth,"-119.7405,36.5656"
Rio Dell,"-124.1105,40.5024"
Princeton,"-122.0212,39.4029"
Mountain View Acres,"-117.3472,34.4976"
Lake of the Pines,"-121.0642,39.0378"
Yolo,"-121.8093,38.7405"
Penn Valley,"-121.1942,39.1954"
McKittrick,"-119.6249,35.2981"
Soulsbyville,"-120.2617,37.9917"
Thousand Oaks,"-118.8755,34.1914"
Fairmead,"-120.1937,37.0775"
Grover Beach,"-120.6199,35.1204"
Westmorland,"-115.6223,33.0389"
West Bishop,"-118.4542,37.3571"
Lebec,"-118.8992,34.8450"
Crows Landing,"-121.0843,37.3947"
Hardwick,"-119.7207,36.4026"
Pine Hills,"-124.1551,40.7313"
Gold River,"-121.2487,38.6268"
Mill Valley,"-122.5420,37.9085"
Topaz,"-119.5274,38.6587"
Glendale,"-118.2468,34.1818"
Pixley,"-119.2889,35.9769"
Santa Rosa,"-122.7067,38.4458"
Whitley Gardens,"-120.5068,35.6571"
Richgrove,"-119.1069,35.7966"
Los Banos,"-120.8405,37.0631"
Volta,"-120.9235,37.0875"
Fillmore,"-118.9181,34.3990"
Bret Harte,"-121.0045,37.6021"
Brentwood,"-121.7190,37.9356"
Shasta Lake,"-122.3775,40.6790"
Cutten,"-124.1446,40.7657"
Mead Valley,"-117.2852,33.8333"
Nicolaus,"-121.5729,38.8981"
Fort Irwin,"-116.6834,35.2476"
Mariposa,"-119.9683,37.4873"
Wallace,"-120.9586,38.1978"
Acampo,"-121.2798,38.1735"
Mentone,"-117.1109,34.0609"
Waukena,"-119.5109,36.1361"
Desert Center,"-115.3666,33.7378"
Port Costa,"-122.1850,38.0446"
Cromberg,"-120.6905,39.8684"
Highland,"-117.1654,34.1113"
Hidden Hills,"-118.6612,34.1637"
Los Osos,"-120.8249,35.3068"
Encinitas,"-117.2613,33.0490"
Los Olivos,"-120.1180,34.6647"
Johnsville,"-120.7130,39.7663"
Piñon Hills,"-117.6214,34.4438"
Sanger,"-119.5576,36.6992"
Oakland,"-122.2165,37.7903"
Shell Ridge,"-122.0344,37.9060"
Greenacres,"-119.1184,35.3831"
Lockeford,"-121.1554,38.1508"
La Porte,"-120.9852,39.6725"
View Park-Windsor Hills,"-118.3484,33.9955"
Indian Falls,"-120.9803,40.0587"
Tara Hills,"-122.3188,37.9939"
East San Gabriel,"-118.0807,34.1198"
Richfield,"-122.1733,39.9738"
Sea Ranch,"-123.4528,38.7166"
Lake Sherwood,"-118.8804,34.1339"
Cypress,"-118.0386,33.8171"
Belvedere,"-122.4662,37.8735"
Comptche,"-123.5897,39.2651"
Granite Bay,"-121.1714,38.7601"
Forest Ranch,"-121.6705,39.8952"
Poway,"-117.0201,32.9872"
Ballico,"-120.7037,37.4519"
Monrovia,"-117.9921,34.1650"
Orick,"-124.0692,41.2909"
Lake Isabella,"-118.4819,35.6378"
Bayview,"-124.1786,40.7653"
Nubieber,"-121.1816,41.0966"
Lakeside,"-116.9040,32.8560"
Diamond Bar,"-117.8161,33.9991"
Visalia,"-119.3269,36.3276"
Lindcove,"-119.0721,36.3595"
La Riviera,"-121.3544,38.5683"
Jenner,"-123.1204,38.4511"
Home Gardens,"-117.5116,33.8784"
Moraga,"-122.1225,37.8438"
Kelseyville,"-122.8327,38.9704"
Berry Creek,"-121.4052,39.6314"
Hawaiian Gardens,"-118.0728,33.8303"
Meadow Valley,"-121.0832,39.9323"
Yettem,"-119.2551,36.4866"
Columbia,"-120.4097,38.0333"
Lytle Creek,"-117.5044,34.2499"
Yosemite Valley,"-119.5779,37.7407"
Oak Park,"-118.7669,34.1849"
East Palo Alto,"-122.1352,37.4671"
Quincy,"-120.9548,39.9310"
Squaw Valley,"-119.2000,36.6944"
Timber Cove,"-123.2590,38.5410"
Crockett,"-122.2201,38.0519"
Cupertino,"-122.0465,37.3168"
Bloomfield,"-122.8502,38.3183"
Seal Beach,"-118.0714,33.7542"
Winchester,"-117.0775,33.7146"
Camino Tassajara,"-121.8850,37.7909"
Oakhurst,"-119.6483,37.3342"
Gridley,"-121.6971,39.3622"
McCloud,"-122.1360,41.2541"
Clyde,"-122.0278,38.0252"
East Tulare Villa,"-119.2821,36.2035"
Armona,"-119.7054,36.3179"
Glen Ellen,"-122.5412,38.3564"
Riverside,"-117.3948,33.9381"
Iron Horse,"-120.4823,39.7805"
Alondra Park,"-118.3350,33.8885"
Lake Wildwood,"-121.2003,39.2350"
Doyle,"-120.1172,40.0275"
East Porterville,"-118.9713,36.0573"
Montgomery Creek,"-121.9215,40.8414"
Lincoln,"-121.2916,38.8759"
Pacheco,"-122.0700,37.9878"
Joshua Tree,"-116.3128,34.1236"
Emeryville,"-122.2932,37.8382"
Redwood Valley,"-123.2023,39.2690"
El Nido,"-120.4985,37.1324"
Mohawk Vista,"-120.5883,39.8048"
Johannesburg,"-117.6420,35.3718"
C-Road,"-120.5770,39.7628"
Camptonville,"-121.0488,39.4521"
Yorba Linda,"-117.7713,33.8890"
Woodville,"-119.2050,36.0898"
San Buenaventura,"-119.2314,34.2741"
Midway City,"-117.9849,33.7451"
Oroville,"-121.5634,39.4999"
Empire,"-120.9045,37.6432"
Carlsbad,"-117.2837,33.1247"
Aguanga,"-116.8555,33.4522"
Cutler,"-119.2883,36.5263"
Cambrian Park,"-121.9288,37.2563"
San Lucas,"-121.0218,36.1283"
Whitehawk,"-120.5536,39.7206"
Snelling,"-120.4385,37.5216"
Bear Valley,"-120.1230,37.5671"
Ahwahnee,"-119.7194,37.3652"
Temple City,"-118.0579,34.1022"
Willow Creek,"-123.6412,40.9385"
Artois,"-122.1898,39.6332"
